	FHZ Rheinland	1
	GEPA	1
	GEPA/and.	1
	EP	1
	dwp	1
	Ethiquable	1
	CTM	1
	Libera Terra	1
	Café Libertad	1
	Bannmühle	1
	Bannmühle/dwp	1
	Fairkauf	1
	Salinas	1
	Olaf Müller	1
	Globo	1
	Fairtrade Center Breisgau	1
	BanaFair	1
	Exil	1
	Memo	1
	LamuLamu	1
	FairMail	1
